         346243831 function calls (346237329 primitive calls) in 381.752 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    49538    0.067    0.000    0.258    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\nested.py:28(__set__)
       84    0.064    0.001    0.084    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1860(_stack_arrays)
    49647    0.064    0.000    0.064    0.000 {method 'match' of 're.Pattern' objects}
    15321    0.059    0.000    0.059    0.000 {method 'seek' of '_io.BufferedReader' objects}
    49520    0.056    0.000    0.143    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\xml\functions.py:75(localname)
    18278    0.054    0.000    0.085    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\utils\cell.py:74(_get_column_letter)
   143533    0.052    0.000    0.077    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\base.py:229(__get__)
250224/250126    0.052    0.000    0.057    0.000 {built-in method builtins.getattr}
       21    0.042    0.002    0.914    0.044 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:3217(_get_lines)
      873    0.034    0.000    0.034    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.033    0.033    0.211    0.211 C:\Users\Admin\anaconda3\envs\Numan\lib\mimetypes.py:231(read_windows_registry)
      651    0.033    0.000    0.033    0.000 {built-in method numpy.empty}
      688    0.031    0.000    0.319    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\missing.py:202(_isna_ndarraylike)
     4897    0.030    0.000    0.030    0.000 {built-in method winreg.EnumKey}
       46    0.029    0.001    0.029    0.001 {pandas._libs.algos.take_2d_axis0_int64_int64}
       98    0.029    0.000    0.057    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\format.py:1634(is_dates_only)
    15277    0.026    0.000    0.026    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\zipfile.py:1516(<lambda>)
      226    0.025    0.000    0.025    0.000 {method 'extend' of 'list' objects}
       21    0.025    0.001    4.249    0.202 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1055(read)
      814    0.024    0.000    0.024    0.000 {built-in method winreg.QueryValueEx}
      190    0.024    0.000    0.024    0.000 {built-in method marshal.loads}
        1    0.023    0.023  381.752  381.752 F:/Numan/Task1.py:8(task1)
    53283    0.023    0.000    0.029    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\base.py:49(_convert)
       21    0.022    0.001    3.689    0.176 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:2463(read)
      190    0.018    0.000    0.018    0.000 {method 'read' of '_io.FileIO' objects}
    96022    0.018    0.000    0.018    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\sequence.py:26(<listcomp>)
      650    0.016    0.000    0.016    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.016    0.016    0.104    0.104 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\utils\cell.py:5(<module>)
    47872    0.015    0.000    0.015    0.000 {method 'replace' of 'str' objects}
    49520    0.015    0.000    0.015    0.000 {method 'group' of 're.Match' objects}
    67687    0.014    0.000    0.014    0.000 {method 'join' of 'str' objects}
      851    0.014    0.000    0.063    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:2672(get_block_type)
     2020    0.013    0.000    0.013    0.000 {built-in method __new__ of type object at 0x00007FFBE2317B30}
    22822    0.013    0.000    0.017    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\generic.py:30(_check)
    47736    0.013    0.000    0.013    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\nested.py:64(from_tree)
        5    0.010    0.002    0.177    0.035 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\concat.py:35(concatenate_block_managers)
      198    0.010    0.000    0.255    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\missing.py:244(_isna_string_dtype)
       98    0.010    0.000   11.175    0.114 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\csvs.py:293(_save_chunk)
    50177    0.009    0.000    0.009    0.000 {built-in method builtins.callable}
    54386    0.009    0.000    0.009    0.000 {built-in method builtins.chr}
      681    0.008    0.000    0.067    0.000 {built-in method builtins.__build_class__}
      690    0.008    0.000    0.432    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:2721(make_block)
      690    0.008    0.000    0.361    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:127(__init__)
     1094    0.008    0.000    0.013    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:231(is_sparse)
      424    0.008    0.000    0.024    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\__init__.py:18(__new__)
      121    0.008    0.000    0.018    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:232(_rebuild_blknos_and_blklocs)
      340    0.008    0.000    0.385    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:733(to_native_types)
     3385    0.008    0.000    0.018    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:1470(is_extension_array_dtype)
       14    0.007    0.000    0.007    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
     3029    0.006    0.000    0.006    0.000 {method 'format' of 'str' objects}
      2/1    0.006    0.003    0.007    0.007 {built-in method _imp.create_dynamic}
  927/599    0.006    0.000    0.010    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\serialisable.py:204(__hash__)
     5346    0.006    0.000    0.027    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\base.py:254(is_dtype)
      161    0.006    0.000    1.424    0.009 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1729(_infer_types)
     3406    0.005    0.000    0.007    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\base.py:411(find)
       21    0.005    0.000    1.432    0.068 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1656(_convert_to_ndarrays)
     4897    0.005    0.000    0.035    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\mimetypes.py:244(enum_types)
      704    0.005    0.000    0.322    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\missing.py:133(_isna)
       98    0.005    0.000    2.152    0.022 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:2093(to_native_types)
      747    0.005    0.000    0.005    0.000 {built-in method numpy.arange}
   159/67    0.005    0.000    0.024    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:250(__new__)
        8    0.005    0.001    0.010    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1923(_merge_blocks)
     1631    0.005    0.000    0.015    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:537(is_categorical_dtype)
     1235    0.005    0.000    0.019    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:573(is_string_dtype)
       24    0.005    0.000    0.005    0.000 {built-in method nt.listdir}
     3631    0.004    0.000    0.017    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\base.py:160(__set__)
      190    0.004    0.000    0.189    0.001 <frozen importlib._bootstrap_external>:793(get_code)
   153/44    0.004    0.000    0.010    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_parse.py:469(_parse)
       42    0.004    0.000    0.007    0.000 {pandas._libs.lib.clean_index_list}
      536    0.004    0.000    0.418    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:276(make_block)
      236    0.004    0.000    0.065    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
      536    0.004    0.000    0.007    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:324(getitem_block)
       63    0.004    0.000    0.004    0.000 {pandas._libs.ops.maybe_convert_bool}
     1412    0.004    0.000    0.010    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\dtypes.py:923(is_dtype)
     2066    0.004    0.000    0.012    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\base.py:34(__init__)
     1286    0.004    0.000    0.010    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\dtypes.py:1132(is_dtype)
      101    0.004    0.000    1.131    0.011 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:1041(_format_native_types)
     2328    0.004    0.000    0.007    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:1610(_is_dtype_type)
     2407    0.003    0.000    0.005    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\base.py:18(__init__)
     1529    0.003    0.000    0.014    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:463(is_period_dtype)
       24    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
    13222    0.003    0.000    0.003    0.000 {built-in method builtins.issubclass}
      572    0.003    0.000    0.007    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\numpy\core\_dtype.py:321(_name_get)
       98    0.003    0.000    3.068    0.031 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimes.py:615(_format_native_types)
   211/14    0.003    0.000    0.725    0.052 <frozen importlib._bootstrap>:978(_find_and_load)
     1403    0.003    0.000    0.013    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:499(is_interval_dtype)
      203    0.003    0.000    0.365    0.002 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\construction.py:423(sanitize_array)
      224    0.003    0.000    0.008    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:126(__init__)
      121    0.003    0.000    0.013    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimes.py:1891(sequence_to_dt64ns)
        8    0.003    0.000    0.009    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\zipfile.py:1317(_RealGetContents)
      113    0.003    0.000    0.610    0.005 C:\Users\Admin\anaconda3\envs\Numan\lib\zipfile.py:1467(open)
     1968    0.003    0.000    0.007    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\styles\alignment.py:68(__iter__)
     1260    0.003    0.000    0.007    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:201(is_object_dtype)
       89    0.003    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\xml\etree\ElementTree.py:1251(__init__)
       83    0.003    0.000    0.008    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:4393(equals)
      197    0.002    0.000    0.077    0.000 <frozen importlib._bootstrap>:882(_find_spec)
        4    0.002    0.001    2.164    0.541 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\reader\excel.py:139(read_strings)
      690    0.002    0.000    0.005    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:269(mgr_locs)
  419/355    0.002    0.000    0.011    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\serialisable.py:173(__eq__)
      196    0.002    0.000    0.009    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\range.py:757(__getitem__)
   320/34    0.002    0.000    0.005    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\sre_compile.py:71(_compile)
      317    0.002    0.000    0.002    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      818    0.002    0.000    0.021    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1013(iget_values)
      892    0.002    0.000    0.011    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:602(condition)
      124    0.002    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:5411(__finalize__)
      187    0.002    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:188(__init__)
      432    0.002    0.000    0.012    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\__init__.py:9(__new__)
       98    0.002    0.000    0.025    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:3803(_slice)
     1584    0.002    0.000    0.004    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\compat\strings.py:12(safe_string)
       21    0.002    0.000    0.107    0.005 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1733(_form_blocks)
      380    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
      113    0.002    0.000    0.004    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\zipfile.py:799(__init__)
     1433    0.002    0.000    0.016    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:1551(_is_dtype)
      544    0.002    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:2748(extend_blocks)
       60    0.002    0.000    0.055    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\concat.py:231(get_reindexed_values)
     2760    0.002    0.000    0.002    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:265(mgr_locs)
      568    0.002    0.000    0.005    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:5953(maybe_extract_name)
      205    0.002    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:5467(__setattr__)
      393    0.002    0.000    0.005    0.000 {method 'decode' of 'bytes' objects}
       98    0.002    0.000    3.089    0.032 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:2224(to_native_types)
        3    0.002    0.001    0.002    0.001 {method 'close' of '_io.TextIOWrapper' objects}
     1134    0.002    0.000    0.007    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:388(is_datetime64tz_dtype)
       85    0.002    0.000    0.004    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\worksheet\_reader.py:87(__init__)
      392    0.002    0.000    0.002    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:563(_reset_identity)
      222    0.002    0.000    0.007    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\range.py:133(_simple_new)
      161    0.002    0.000    0.257    0.002 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\cast.py:1379(maybe_cast_to_datetime)
       98    0.002    0.000    0.016    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:776(get_slice)
       98    0.002    0.000    0.030    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexing.py:1505(_get_slice_axis)
      203    0.002    0.000    0.266    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\construction.py:554(_try_cast)
     1493    0.002    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\base.py:126(__set__)
       98    0.002    0.000    0.033    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexing.py:882(__getitem__)
       23    0.002    0.000    0.004    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\concat.py:92(_get_mgr_concatenation_plan)
      224    0.002    0.000    0.002    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:132(<listcomp>)
     1479    0.002    0.000    0.005    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\openpyxl\descriptors\base.py:140(__set__)
      199    0.002    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\csvs.py:159(_number_format)
      182    0.002    0.000    0.004    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\cast.py:1257(maybe_castable)
